emissions,reading_date
0.278610,2025-11-05
0.198167,2025-12-29
0.450044,2025-11-25
0.428521,2025-12-12
0.096698,2025-11-09
0.003826,2026-01-03
0.460442,2025-11-15
0.433599,2025-09-27
0.403424,2026-01-29
0.062683,2025-12-24
0.417413,2025-12-09
0.324671,2026-02-09
0.178434,2025-10-29
0.008778,2025-10-26
0.383428,2025-12-12
0.222467,2026-01-08
0.202229,2025-12-01
0.179352,2025-09-20
0.173580,2025-09-07
0.261956,2026-02-11
0.415562,2025-11-30
0.162354,2025-09-21
0.330409,2025-11-24
0.165013,2025-12-21
0.187595,2025-10-12
0.498646,2025-11-27
0.035937,2025-12-30
0.180686,2026-01-05
0.403613,2025-09-16
0.068145,2025-11-26
0.481519,2026-01-28
0.020403,2025-09-17
0.319084,2026-01-02
0.304548,2026-02-06
0.379036,2025-12-04
0.169374,2025-12-07
0.299719,2025-10-29
0.293718,2025-09-07
0.012231,2025-12-30
0.365611,2026-01-31
0.250611,2026-01-30
0.305695,2025-12-18
0.350362,2025-08-24
0.269669,2025-12-29
0.282490,2026-01-03
0.334261,2025-10-07
0.394909,2025-08-25
0.087143,2025-10-09
0.354349,2026-01-23
0.364323,2025-10-26
0.304174,2025-11-24
0.017825,2026-01-23
0.365053,2025-12-07
0.178074,2025-10-19
0.226614,2025-08-29
0.302284,2025-09-30
0.026492,2025-12-06
0.126813,2025-10-28
0.030625,2025-12-06
0.077363,2025-09-21
0.161664,2026-02-03
0.068407,2025-08-24
0.246949,2025-11-10
0.172465,2026-01-11
0.110489,2025-11-17
0.392000,2026-01-19
0.200429,2026-01-31
0.191686,2025-11-16
0.369224,2025-08-21
0.111058,2025-09-09
0.380511,2026-01-25
0.416771,2025-10-18
0.224203,2026-01-25
0.350381,2025-10-01
0.218077,2025-09-10
0.059222,2026-02-02
0.272792,2025-10-11
0.424993,2025-12-12
0.206496,2025-11-17
0.465380,2025-12-06
0.292622,2025-08-25
0.485905,2025-09-06
0.160877,2025-12-18
0.005216,2026-02-12
0.173494,2025-11-05
0.274875,2025-10-08
0.438420,2025-08-18
0.275304,2025-10-02
0.445424,2026-01-28
0.412672,2025-12-30
0.110926,2025-12-12
0.076170,2025-10-22
0.465548,2025-12-06
0.348992,2025-10-22
0.303463,2026-02-04
0.125961,2026-01-11
0.460400,2025-11-05
0.496201,2025-12-23
0.214557,2025-11-18
0.264347,2025-10-08
0.032972,2025-11-20
0.127241,2025-10-08
0.320499,2025-12-24
0.410767,2025-12-18
0.483676,2025-10-02
0.167999,2025-11-04
0.086328,2026-01-15
0.357667,2025-10-14
0.336162,2025-11-14
0.425175,2026-01-17
0.397289,2025-12-17
0.170109,2026-01-09
0.366398,2025-12-24
0.013752,2026-01-20
0.122760,2026-01-09
0.150036,2026-01-05
0.343905,2026-01-19
0.447442,2025-12-20
0.354700,2026-01-16
0.247788,2025-10-12
0.138025,2026-02-06
0.446079,2025-12-14
0.038876,2025-11-27
0.341062,2025-12-11
0.004207,2026-02-02
0.468714,2025-09-16
0.491998,2025-09-07
0.323144,2026-02-10
0.371756,2025-10-04
0.161159,2026-01-06
0.367820,2026-02-06
0.055286,2025-09-15
0.190906,2025-10-20
0.308265,2025-12-18
0.104871,2025-11-09
0.040389,2025-10-27
0.018811,2025-11-26
0.012363,2025-12-15
0.433462,2025-11-10
0.413118,2025-12-30
0.397326,2026-01-20
0.155210,2026-01-20
0.473937,2026-01-27
0.085553,2025-11-28
0.110529,2025-09-16
0.049336,2025-11-28
0.179381,2025-09-08
0.202279,2025-12-02
0.240198,2025-11-15
0.345412,2025-09-10
0.300217,2025-10-01
0.276279,2025-08-31
0.042699,2026-02-11
0.146119,2025-12-02
0.019046,2026-02-10
0.100174,2025-09-20
0.109773,2025-09-07
0.217231,2025-12-22
0.056113,2025-12-16
0.167744,2025-12-09
0.072481,2025-09-21
0.312148,2025-08-18
0.057731,2025-11-16
0.195923,2025-10-11
0.117845,2025-08-26
0.260994,2025-11-03
0.444312,2025-12-11
0.497049,2025-09-03
0.135539,2025-08-18
0.009523,2025-09-25
0.166847,2025-09-22
0.259883,2026-01-07
0.176685,2026-02-08
0.089644,2025-08-22
0.374213,2026-01-21
0.256776,2025-09-06
0.202393,2026-01-22
0.040956,2025-11-07
0.261655,2025-12-31
0.392993,2025-11-03
0.246927,2025-10-06
0.418417,2025-11-17
0.461239,2025-11-24
0.032248,2026-01-11
0.394139,2026-01-01
0.175155,2025-12-08
0.285878,2025-11-21
0.358348,2025-08-27
0.054911,2025-09-20
0.396319,2026-01-03
0.475316,2025-12-11
0.379108,2025-10-24
0.340223,2026-01-06
0.282929,2025-12-31
0.376758,2025-10-24
0.356537,2025-12-03
0.094416,2026-01-19
0.077673,2025-11-06
0.334460,2025-11-19
0.253190,2025-08-18
0.222881,2025-10-24
0.317926,2025-10-20
0.064411,2025-11-30
0.084980,2025-11-12
0.159444,2025-09-10
0.252176,2025-12-14
0.103776,2025-08-29
0.038632,2025-12-17
0.432941,2026-01-22
0.364204,2025-12-09
0.281214,2025-09-06
0.125162,2025-09-22
0.197576,2025-09-01
0.342398,2025-12-20
0.325003,2025-11-21
0.020090,2026-01-29
0.454575,2025-08-29
0.246568,2025-10-04
0.161099,2025-10-01
0.213045,2025-10-29
0.016575,2025-09-20
0.077815,2025-10-05
0.084336,2026-01-21
0.200084,2025-09-01
0.020607,2025-12-23
0.195837,2026-01-30
0.237991,2025-11-01
0.011135,2025-12-12
0.270479,2025-10-17
0.406012,2026-01-18
0.215711,2025-09-10
0.439608,2026-02-04
0.391405,2025-12-30
0.020279,2025-12-30
0.330720,2025-09-15
0.214760,2026-01-13
0.299044,2025-12-17
0.037020,2025-11-15
0.332446,2026-01-24
0.308713,2025-08-17
0.043425,2025-12-27
0.280434,2025-12-25
0.345005,2025-09-17
0.322522,2026-01-25
0.272098,2026-02-01
0.440473,2025-12-05
0.280951,2025-09-19
0.061164,2025-08-27
0.171482,2025-08-25
0.406389,2026-01-09
0.392219,2025-09-15
0.007990,2025-11-09
0.049876,2025-09-19
0.409173,2025-12-02
0.474559,2025-11-13
0.342017,2026-01-18
0.303969,2025-10-04
0.181563,2025-08-27
0.168303,2025-09-13
0.053761,2025-11-30
0.095035,2026-01-25
0.036549,2026-01-11
0.364889,2025-10-14
0.071461,2025-12-11
0.269219,2025-10-06
0.290900,2025-09-04
0.391265,2025-11-29
0.199797,2025-08-27
0.313657,2025-12-18
0.377387,2026-01-22
0.141702,2025-09-25
0.241340,2025-12-26
0.148452,2025-12-23
0.235622,2025-10-20
0.298798,2025-11-23
0.368149,2025-09-06
0.108366,2025-11-28
0.003496,2025-10-29
0.104855,2026-01-02
0.402250,2025-11-12
0.319855,2026-01-17
0.191778,2026-02-05
0.193420,2025-11-29
0.335056,2025-12-02
0.461739,2025-08-17
0.275858,2025-08-27
0.210218,2026-02-01
0.232146,2025-11-23
0.327429,2025-11-15
0.093313,2026-02-01
0.222951,2026-01-14
0.306068,2025-12-13
0.283387,2026-02-01
0.148015,2025-10-17
0.287749,2026-01-02
0.213597,2025-08-23
0.129551,2025-08-31
0.222150,2025-12-04
0.265438,2025-12-16
0.058639,2025-10-18
0.371421,2026-01-27
0.193419,2025-08-22
0.429297,2025-09-20
0.213998,2025-08-30
0.089788,2025-09-05
0.183562,2025-12-28
0.172052,2025-11-25
0.371767,2025-12-08
0.026109,2025-09-26
0.207011,2026-02-09
0.462575,2026-01-15
0.408761,2026-01-10
0.410216,2026-01-16
0.176963,2025-11-15
0.477270,2025-09-15
0.082234,2026-02-01
0.137497,2025-09-10
0.326700,2025-10-24
0.465301,2025-09-15
0.043669,2026-01-07
0.332178,2025-10-29
0.258489,2025-09-17
0.009809,2025-11-30
0.098831,2025-09-20
0.431173,2025-11-03
0.273773,2025-08-19
0.414208,2025-12-01
0.212624,2025-11-03
0.300516,2026-01-08
0.102084,2025-12-28
0.050537,2025-12-13
0.153100,2025-10-08
0.271419,2026-02-05
0.148630,2025-09-22
0.268832,2025-10-31
0.131849,2025-10-24
0.143659,2026-02-08
0.258830,2025-11-12
0.209453,2026-02-01
0.473567,2025-12-04
0.454118,2025-11-11
0.175485,2025-12-15
0.270273,2025-12-14
0.233608,2025-08-27
0.190900,2025-12-26
0.419612,2026-01-17
0.381854,2026-02-07
0.325832,2025-10-06
0.429398,2025-10-06
0.382812,2025-09-20
0.218562,2026-01-20
0.142822,2025-08-27
0.258237,2025-08-25
0.061881,2025-12-08
0.163068,2025-12-12
0.165997,2025-12-18
0.238069,2025-09-01
0.250587,2025-10-05
0.207317,2025-08-25
0.307857,2026-02-09
0.165799,2025-12-09
0.082636,2026-01-27
0.241906,2026-02-08
0.198281,2026-02-05
0.186447,2025-09-25
0.415672,2026-01-20
0.479953,2025-12-04
0.108104,2026-01-14
0.041925,2026-01-26
0.288943,2025-12-21
0.262699,2025-11-16
0.269754,2025-08-20
0.309908,2025-09-19
0.347476,2025-11-26
0.381215,2025-10-27
0.204996,2025-10-29
0.267452,2025-12-01
0.315062,2026-01-11
0.144763,2025-11-04
0.149439,2026-01-23
0.334870,2025-09-16
0.359508,2025-11-27
0.053159,2025-09-02
0.439196,2025-11-29
0.480502,2025-09-07
0.381908,2025-10-11
0.325757,2025-11-01
0.031129,2025-12-30
0.363950,2026-01-06
0.148806,2025-08-18
0.181909,2025-09-24
0.053319,2025-11-29
0.455229,2025-09-28
0.060153,2025-08-22
0.447026,2025-09-24
0.498822,2025-09-20
0.062883,2025-10-19
0.093963,2025-08-19
0.096289,2025-10-31
0.098223,2025-12-19
0.189199,2026-02-02
0.218375,2025-12-20
0.265394,2025-10-10
0.052720,2025-11-30
0.022609,2026-01-28
0.382697,2026-01-23
0.301166,2025-11-17
0.094521,2025-12-28
0.163776,2025-10-26
0.493428,2025-12-12
0.223024,2026-01-14
0.326595,2025-12-06
0.051063,2025-08-27
0.498138,2026-01-21
0.146405,2025-12-15
0.478963,2025-11-27
0.362844,2025-09-30
0.357267,2025-10-28
0.289590,2025-12-12
0.428314,2025-08-21
0.192782,2025-12-01
0.201398,2025-12-01
0.181197,2025-10-11
0.314267,2025-08-27
0.117469,2025-11-03
0.190178,2025-11-10
0.334580,2025-11-01
0.498296,2025-11-18
0.280079,2026-01-10
0.058101,2025-10-27
0.089283,2026-01-27
0.092480,2025-10-07
0.285813,2025-10-21
0.436533,2026-01-25
0.300813,2025-09-16
0.020647,2025-12-10
0.112690,2025-11-12
0.421768,2025-11-27
0.419873,2025-09-02
0.025860,2026-01-30
0.133010,2025-11-25
0.419829,2025-10-01
0.062112,2025-10-26
0.301738,2025-12-05
0.165484,2026-01-10
0.160179,2026-01-02
0.008719,2025-09-12
0.142747,2025-12-24
0.342837,2026-01-09
0.307900,2025-11-21
0.471215,2025-10-01
0.485417,2025-10-08
0.254205,2025-10-21
0.136732,2025-10-06
0.353499,2025-10-03
0.407488,2025-11-28
0.427403,2026-02-12
0.098068,2025-12-13
0.263847,2025-10-12
0.122051,2025-12-25
0.124605,2025-12-30
0.015578,2026-01-15
0.343939,2025-11-09
0.336699,2025-11-11
0.042989,2025-09-28
0.453740,2025-12-21
0.345248,2026-01-01
0.258737,2025-10-23
0.331359,2025-08-26
0.162235,2025-10-18
0.129012,2025-12-31
0.225026,2025-10-04
0.162613,2025-11-12
0.146819,2025-09-10
0.357122,2026-01-01
0.042956,2025-10-21
0.495073,2025-10-31
0.258036,2026-01-17
0.074325,2025-11-14
0.003908,2025-09-02
0.316338,2025-12-29
0.390626,2025-11-30
0.142911,2025-12-02
0.002762,2025-09-24
0.024270,2025-09-24
0.287994,2026-02-02
0.375804,2025-09-12
0.309509,2026-01-02
0.330138,2026-01-27
0.346210,2025-09-29
0.257128,2025-12-03
0.059416,2025-08-21
0.192684,2025-11-04
0.126910,2025-09-10
0.078415,2025-10-06
0.171157,2025-09-04
0.005743,2026-02-02
0.284786,2025-11-26
0.057679,2025-11-10
0.257734,2025-11-15
0.232150,2025-09-28
0.212718,2026-01-22
0.338615,2026-01-14
0.372914,2025-10-08
0.192344,2025-12-07
0.471034,2025-11-11
0.438002,2025-10-24
0.306393,2025-12-25
0.403280,2025-10-18
0.357825,2026-02-08
0.201427,2025-09-10
0.359167,2025-11-19
0.234490,2026-01-27
0.441245,2025-10-24
0.377637,2025-10-25
0.307215,2025-11-10
0.086759,2025-10-09
0.465067,2025-12-31
0.306271,2025-10-25
0.046701,2025-09-28
0.242291,2025-08-18
0.384930,2025-11-17
0.326329,2026-01-04
0.333097,2025-10-19
0.203964,2025-10-25
0.403164,2025-12-12
0.291777,2025-11-07
0.375783,2025-08-31
0.464990,2026-01-12
0.174359,2025-09-10
0.432186,2025-11-28
0.480305,2025-10-18
0.001136,2026-02-03
0.269611,2025-11-18
0.254846,2026-02-02
0.101484,2025-12-08
0.208181,2026-01-05
0.451103,2026-02-05
0.227237,2026-01-18
0.469534,2025-11-11
0.065049,2026-02-09
0.092553,2025-10-12
0.488529,2026-01-13
0.011301,2025-11-01
0.360049,2025-12-07
0.381477,2026-01-02
0.079939,2026-01-14
0.445385,2026-01-04
0.260155,2025-11-02
0.257713,2026-02-03
0.076346,2026-01-04
0.121685,2025-09-15
0.011257,2025-12-25
0.488308,2025-09-25
0.439741,2025-12-15
0.139553,2026-02-08
0.270948,2026-01-21
0.417550,2025-09-29
0.301924,2025-09-16
0.364459,2025-12-25
0.211099,2025-08-31
0.134232,2025-11-21
0.386007,2025-10-08
0.344657,2025-09-26
0.103017,2025-12-20
0.008647,2025-08-29
0.423518,2025-09-22
0.056626,2025-10-05
0.071768,2025-10-15
0.395549,2025-12-27
0.315107,2025-10-11
0.171964,2025-10-06
0.227110,2025-10-03
0.459350,2025-11-10
0.197339,2025-12-17
0.310580,2025-11-11
0.406705,2025-09-02
0.174715,2026-01-17
0.125920,2025-12-30
0.293528,2025-11-20
0.224109,2026-01-26
0.062048,2025-08-23
0.315202,2025-11-30
0.189312,2026-01-08
0.245605,2025-09-19
0.048607,2026-01-18
0.055586,2025-12-04
0.254338,2025-11-11
0.478669,2025-08-27
0.476501,2025-09-23
0.419841,2025-10-27
0.193601,2025-11-07
0.213759,2025-12-11
0.068917,2025-11-03
0.209858,2025-11-19
0.135368,2025-10-13
0.157671,2025-10-15
0.420312,2025-08-31
0.299282,2025-09-05
0.439879,2026-01-03
0.214449,2026-01-25
0.424214,2025-11-10
0.186121,2025-12-23
0.119942,2025-09-26
0.408507,2025-12-04
0.246113,2025-08-17
0.487301,2025-09-22
0.022692,2026-01-29
0.396824,2025-10-29
0.372057,2026-02-05
0.007224,2025-12-23
0.418094,2026-01-23
0.226523,2025-11-12
0.408376,2026-01-22
0.439219,2026-01-29
0.286863,2025-12-26
0.448502,2025-12-26
0.061947,2025-12-23
0.375903,2025-10-04
0.293831,2025-11-28
0.342340,2025-09-05
0.094927,2025-12-26
0.398693,2025-11-11
0.425117,2025-12-04
0.202995,2025-11-13
0.344113,2025-12-24
0.329760,2025-10-21
0.328673,2025-12-30
0.034937,2026-02-04
0.479570,2025-09-20
0.482102,2026-02-01
0.469652,2025-10-02
0.482434,2025-09-09
0.218204,2025-10-13
0.091540,2025-09-27
0.456124,2025-11-06
0.495390,2025-09-21
0.310212,2025-11-22
0.280153,2025-12-17
0.232988,2025-09-10
0.073520,2025-11-18
0.380017,2025-10-25
0.288501,2026-01-19
0.147602,2025-11-08
0.495969,2025-10-02
0.469662,2025-12-07
0.277864,2025-10-23
0.147472,2025-10-07
0.056217,2026-01-03
0.481721,2025-10-07
0.081863,2025-12-06
0.248505,2025-09-22
0.164309,2025-12-04
0.074617,2025-09-25
0.057916,2025-12-10
0.259287,2025-11-09
0.004060,2026-02-01
0.156009,2025-09-06
0.436521,2026-01-15
0.360376,2026-01-28
0.335297,2025-09-08
0.109044,2025-08-27
0.302190,2025-09-04
0.268833,2025-09-18
0.422802,2025-12-29
0.275506,2025-11-19
0.392632,2025-10-03
0.059451,2026-01-06
0.198169,2025-10-10
0.076398,2025-11-12
0.277913,2026-01-18
0.473117,2026-02-10
0.329571,2025-11-24
0.245991,2026-01-18
0.337581,2025-10-18
0.315897,2025-11-08
0.318840,2025-11-12
0.232887,2026-01-31
0.078051,2026-01-29
0.165015,2025-11-21
0.356990,2025-11-23
0.291787,2025-11-09
0.025934,2025-12-18
0.499116,2025-10-24
0.367885,2025-08-27
0.032917,2025-11-09
0.058064,2025-11-23
0.305741,2025-12-13
0.011013,2025-10-28
0.254562,2025-08-28
0.416360,2026-01-18
0.116699,2025-09-28
0.389528,2025-11-26
0.257976,2025-08-30
0.193745,2025-09-25
0.292545,2025-12-29
0.366522,2025-12-24
0.020600,2026-02-08
0.075112,2025-12-06
0.368881,2025-12-04
0.334301,2025-10-21
0.162018,2025-08-26
0.255985,2026-02-07
0.239297,2026-02-11
0.177980,2025-11-29
0.101697,2025-09-21
0.433375,2025-12-25
0.487987,2025-12-14
0.124333,2025-12-01
0.362494,2025-12-23
0.004852,2025-08-22
0.152247,2025-11-13
0.291516,2025-10-18
0.029467,2026-01-27
0.322979,2025-11-03
0.280299,2025-09-29
0.295046,2026-01-12
0.486827,2025-08-24
0.002076,2026-01-17
0.466915,2025-09-30
0.002640,2025-09-19
0.090259,2025-10-04
0.124882,2026-01-18
0.342346,2025-09-07
0.304962,2026-01-06
0.232063,2026-01-03
0.145553,2026-02-04
0.192444,2025-08-18
0.189302,2025-09-07
0.266620,2026-02-01
0.329158,2025-10-17
0.020702,2025-12-24
0.227210,2025-08-30
0.113714,2025-10-03
0.328754,2025-11-16
0.376851,2025-09-16
0.381700,2025-10-26
0.269074,2025-10-07
0.259505,2026-01-08
0.343348,2025-08-24
0.110294,2025-09-16
0.093961,2025-09-30
0.165554,2025-08-28
0.193194,2026-01-02
0.487048,2025-12-08
0.157707,2025-12-15
0.057958,2025-11-19
0.252329,2025-09-06
0.324831,2025-10-01
0.258723,2025-12-23
0.297296,2026-01-04
0.472715,2025-11-03
0.121314,2025-09-20
0.021487,2025-10-08
0.003185,2025-08-28
0.224147,2025-12-11
0.183012,2026-01-21
0.341215,2026-01-11
0.456997,2025-10-29
0.219628,2025-08-31
0.333502,2025-10-16
0.291716,2025-12-14
0.183077,2025-11-06
0.435753,2025-12-20
0.471987,2025-12-15
0.044970,2025-12-03
0.293191,2026-01-07
0.437236,2025-11-05
0.197834,2025-08-24
0.252082,2025-09-30
0.117154,2025-08-24
0.485489,2025-10-26
0.001393,2025-12-17
0.338477,2025-12-25
0.474420,2025-11-09
0.231501,2025-11-17
0.116408,2025-11-10
0.178691,2025-11-29
0.357052,2025-12-13
0.141399,2025-11-15
0.490117,2025-11-04
0.470091,2026-02-11
0.178803,2025-09-28
0.201603,2026-01-04
0.226651,2025-10-14
0.453455,2025-08-23
0.212230,2025-08-21
0.162274,2025-10-29
0.159945,2025-12-05
0.494557,2025-09-23
0.201652,2025-12-05
0.180414,2026-01-03
0.130804,2025-10-19
0.355035,2025-12-03
0.247350,2025-09-18
0.031693,2025-10-02
0.435480,2025-10-27
0.182980,2025-09-12
0.251695,2026-02-12
0.025800,2025-08-20
0.190924,2025-08-25
0.057228,2025-12-20
0.213942,2025-12-17
0.047643,2025-10-06
0.427747,2025-11-11
0.106442,2025-11-29
0.242618,2025-12-26
0.444647,2026-01-25
0.477774,2025-09-09
0.490522,2025-11-21
0.417854,2025-09-29
0.442153,2025-12-06
0.174097,2025-10-04
0.228350,2025-10-07
0.108029,2025-12-21
0.389659,2025-09-23
0.390867,2025-10-20
0.464973,2025-12-09
0.338643,2025-09-05
0.117741,2026-02-10
0.436877,2025-10-19
0.215563,2025-08-18
0.122366,2025-10-04
0.479822,2025-11-05
0.432139,2025-11-07
0.287767,2025-11-09
0.267301,2025-12-20
0.438583,2025-09-19
0.031618,2025-10-23
0.473727,2026-02-01
0.407394,2025-10-01
0.445270,2025-12-31
0.242304,2026-02-10
0.457286,2026-01-21
0.420222,2026-02-12
0.113103,2025-08-29
0.278119,2025-11-30
0.137257,2026-01-15
0.062606,2025-11-30
0.005378,2025-09-30
0.095071,2025-08-19
0.381088,2025-09-10
0.284411,2026-01-08
0.292596,2025-08-26
0.414813,2025-12-22
0.060364,2026-01-23
0.093234,2026-01-31
0.401139,2025-08-19
0.172419,2025-12-12
0.023350,2025-10-20
0.001619,2026-01-19
0.261110,2025-08-20
0.379057,2025-12-30
0.172499,2026-02-02
0.322495,2025-11-28
0.306090,2025-10-30
0.423470,2026-01-23
0.264538,2025-12-24
0.227064,2025-10-17
0.240274,2025-10-19
0.492758,2025-12-10
0.114135,2025-11-21
0.161356,2025-10-20
0.421552,2025-09-20
0.477971,2025-09-23
0.473805,2025-11-07
0.185072,2025-09-30
0.174202,2026-01-27
0.100365,2026-01-14
0.184744,2025-11-28
0.423786,2026-01-29
0.353445,2025-09-22
0.175130,2025-12-24
0.248130,2025-12-10
0.286471,2025-09-29
0.407912,2025-12-12
0.031624,2025-10-22
0.350322,2025-11-12
0.177150,2025-10-21
0.426200,2026-02-08
0.002542,2025-10-27
0.485650,2025-11-16
0.263945,2025-11-17
0.108469,2025-11-12
0.451362,2025-09-07
0.116764,2026-01-19
0.244785,2025-11-15
0.401988,2025-11-03
0.040527,2025-10-27
0.160795,2025-10-25
0.242472,2025-11-04
0.309866,2025-08-22
0.170026,2025-10-01
0.178515,2025-09-09
0.180158,2025-12-25
0.330421,2026-01-19
0.352403,2025-12-16
0.419187,2026-02-03
0.470409,2025-09-18
0.003517,2025-12-20
0.132599,2025-10-09
0.413876,2026-01-08
0.245487,2025-12-20
0.296526,2025-11-29
0.483747,2025-09-21
0.012050,2025-10-09
0.479197,2025-12-12
0.494519,2025-08-26
0.391219,2025-11-10
0.111226,2025-11-06
0.437460,2025-09-09
0.326465,2026-01-29
0.234659,2025-10-30
0.033200,2025-08-27
0.359430,2025-08-20
0.081945,2026-01-26
0.086574,2025-10-27
0.246272,2026-01-28
0.081755,2025-09-07
0.397433,2025-11-19
0.005180,2026-01-08
0.080762,2025-08-24
0.011686,2025-09-06
0.349783,2025-09-25
0.371433,2026-01-18
0.127657,2026-01-24
0.478161,2025-11-19
0.265883,2025-12-28
0.385625,2026-01-12
0.386615,2026-01-14
0.185482,2025-12-29
0.185008,2026-01-11
0.447609,2025-10-06
0.004659,2025-10-16
0.349598,2025-10-15
0.282693,2025-09-27
0.392596,2025-10-16
0.494847,2026-01-02
0.010300,2026-01-10
0.300766,2026-01-02
0.299604,2025-08-27
0.082269,2026-01-01
0.148570,2025-10-01
0.059328,2025-11-04
0.062529,2025-10-16
0.219004,2026-01-28
0.135269,2025-10-22
0.465803,2025-09-08
0.350579,2025-09-14
0.371988,2026-01-17
0.371858,2025-09-11
0.147618,2025-12-11
0.176561,2025-09-05
0.042242,2025-08-21
0.101154,2026-01-09
0.313368,2025-09-24
0.048781,2025-09-30
0.168653,2025-09-26
0.493433,2025-10-27
0.097991,2025-09-07
0.045431,2026-01-30
0.468384,2025-10-12
0.283074,2025-11-23
0.318486,2025-08-18
0.345135,2025-11-14
0.183700,2025-10-27
0.111443,2025-09-06
0.298105,2025-08-23
0.178768,2025-09-11
0.069654,2025-12-25
0.032361,2025-12-03
0.334428,2025-10-30
0.087363,2026-02-04
0.136534,2025-12-15
0.255134,2025-11-07
0.389640,2026-01-02
0.273974,2025-09-05
0.202949,2025-09-18
0.475904,2026-01-31
0.464124,2025-12-04
0.350074,2026-01-20
0.373885,2026-01-11
0.293616,2026-01-04
0.280427,2025-11-10
0.067435,2025-11-29
0.281231,2025-10-21
0.398930,2025-11-27
0.092379,2026-01-30
0.440036,2026-02-02
0.166075,2025-08-17
0.111900,2025-12-02
0.179005,2026-01-08
0.455912,2026-01-19
0.495697,2026-01-07
0.009414,2025-12-27
0.337013,2025-09-20
0.138414,2026-01-08
0.472536,2025-10-24
0.133085,2025-09-07
0.068711,2025-11-14
0.443653,2025-11-17
0.412553,2025-08-25
0.091407,2025-12-01
0.244833,2025-10-13
0.252274,2025-10-31
0.208858,2025-10-31
0.172771,2025-12-18
0.092709,2025-12-16
0.483765,2026-01-08
0.196257,2026-02-09
0.066405,2025-12-19
0.195634,2025-12-29
0.400107,2025-08-18
0.017290,2025-10-07
0.348557,2025-12-05
0.304488,2025-12-30
0.260689,2026-01-10
0.449590,2025-11-12
0.263158,2025-09-11
0.389400,2025-11-09
0.108269,2025-10-18
0.357050,2025-12-18
0.322138,2025-10-21
0.252643,2025-12-06
0.202174,2026-01-16
0.159811,2025-11-30
0.349406,2025-12-23
0.270450,2025-12-19
0.403891,2025-09-15
0.376186,2025-12-10
0.186019,2025-10-02
0.002892,2025-11-19
0.464934,2025-09-04
0.242877,2025-09-06
0.223819,2025-11-25
0.218664,2025-09-18
0.057605,2026-01-03
0.140018,2025-10-02
0.192759,2025-09-04
0.158589,2025-12-06
0.286539,2025-10-02
0.299551,2025-10-14
0.016941,2025-12-31
0.279617,2026-01-09
0.105902,2025-10-16
0.018381,2025-08-26
0.130947,2025-09-12
0.345289,2025-08-25
0.197292,2026-01-29
0.220116,2025-12-15
0.359981,2025-12-11
0.070115,2025-11-26
0.288188,2025-12-09
0.429609,2025-11-17
0.305347,2025-09-07
0.496672,2026-01-03
0.426562,2025-12-23
0.271617,2026-01-08
0.317414,2025-12-07
0.301399,2025-12-31
0.410471,2025-09-29
0.313059,2026-01-30
0.128329,2026-01-31
0.220739,2025-12-08
0.336593,2026-02-08
0.308645,2025-12-26
0.137942,2025-12-29
0.070397,2026-01-06
0.131471,2025-11-19
0.434841,2025-09-16
0.142391,2025-11-05
0.164396,2026-01-05
0.078830,2025-11-22
0.203828,2025-10-11
0.116634,2026-01-28
0.386771,2026-01-28
0.425016,2026-01-26
0.378902,2025-09-11
0.153932,2025-12-27
0.282003,2025-10-09
0.330527,2025-08-23
0.265106,2025-11-04
0.231704,2025-09-12
0.490272,2026-01-15
0.112039,2025-08-30
0.354858,2026-01-27
0.004548,2025-08-17
0.173866,2025-09-14
0.495309,2025-12-04
0.329307,2025-11-30
0.355716,2025-10-15
0.331737,2026-02-11
0.023500,2025-11-19
0.258523,2025-10-11
0.402795,2025-10-09
0.292859,2026-01-02
0.205489,2026-02-09
0.326747,2025-09-30
0.358162,2025-09-15
0.419863,2025-10-30
0.448120,2025-12-05
0.270335,2025-12-16
0.309784,2025-11-21
0.310686,2025-08-24
0.416045,2025-12-14
0.344388,2025-10-16
0.466308,2025-11-11
0.104049,2025-10-28
0.174648,2026-02-02
0.013648,2025-11-04
0.015328,2025-09-23
0.461020,2025-10-07
0.382539,2025-10-24
0.275421,2025-11-13
0.287051,2025-09-27
0.293990,2025-12-03
0.477813,2025-09-03
0.212092,2026-01-29
0.005422,2025-08-21
0.175517,2025-12-11
0.266931,2025-12-25
0.352132,2025-11-12
0.078552,2026-02-01
0.191100,2025-12-23
0.410923,2025-08-23
0.445600,2025-10-14
0.435124,2025-08-20
0.138715,2025-11-25
0.472689,2025-11-27
0.281953,2026-01-10
0.363305,2026-01-24
0.436773,2025-10-19
0.344105,2025-09-15
0.303798,2025-10-08
0.043543,2025-12-03
0.031390,2025-11-03
0.142006,2026-01-24
0.430916,2025-11-24
0.298410,2026-01-03
0.474572,2025-09-06
0.176932,2025-10-26
0.153719,2026-01-09
0.239364,2025-10-06
0.388774,2025-10-13
0.293708,2025-10-09
0.419024,2025-08-28
0.356255,2026-01-08
0.298955,2025-10-13
0.115610,2025-09-14
0.116609,2026-02-04
0.415988,2025-12-17
0.449184,2025-08-25
0.173720,2025-10-27
0.178962,2025-08-22
0.306611,2025-11-24
0.042051,2025-10-30
0.266060,2025-10-10
0.427850,2025-12-07
0.232270,2025-11-02
0.405766,2025-11-14
0.168581,2026-02-05
0.016914,2025-10-10
0.115540,2026-01-16
0.026984,2025-12-26
0.356322,2025-12-23
